DepthFirst;Emmen/Schachenstrasse/2;Luzern/Zürichstrasse/85;72100
DepthFirst;Luzern/Baselstrasse/76;Luzern/Zürichstrasse/5;26300
DepthFirst;Luzern/Bruchstrasse/18;Luzern/Zentralstrasse/1;40200
DepthFirst;Luzern/Bruchstrasse/35;Luzern/Spitalstrasse/4;20700
DepthFirst;Luzern/Bundesplatz/2;Luzern/Spitalstrasse/16;23000
DepthFirst;Luzern/Haldenstrasse/23;Luzern/Seehüsliweg/6;98400
DepthFirst;Luzern/Horwerstrasse/87;Luzern/Schweizerhofquai/3;68200
DepthFirst;Luzern/Kasernenplatz/3;Luzern/Sankt-Karli-Strasse/29;14900
DepthFirst;Luzern/Obergrundstrasse/110;Luzern/Reusszopfweg/17;58500
DepthFirst;Luzern/Obergrundstrasse/85;Luzern/Pilatusstrasse/38;79600
